iddesa,Kode Provinsi,Kode Kabupaten,Kode Kecamatan,Kode Desa,Provinsi,Kabupaten,Kecamatan,Desa,Pelayanan_Dasar,Infrastruktur,Aksesbilitas,IKG2020
1306021005,13,6,21,5,Sumatera Barat,Padang Pariaman,Sintuk Toboh Gadang,TOBOH GADANG TIMUR,32.12,53.43,0.00,27.07
1306030001,13,6,30,1,Sumatera Barat,Padang Pariaman,Ulakan Tapakis,Tapakis,33.95,30.06,17.01,27.89
1306030002,13,6,30,2,Sumatera Barat,Padang Pariaman,Ulakan Tapakis,Ulakan,32.87,60.81,21.24,35.57
1306030003,13,6,30,3,Sumatera Barat,Padang Pariaman,Ulakan Tapakis,SEULAYAT ULAKAN,23.89,45.46,21.24,27.91
1306030004,13,6,30,4,Sumatera Barat,Padang Pariaman,Ulakan Tapakis,SUNGAI GIMBA ULAKAN,35.23,53.43,21.24,35.03
1306030005,13,6,30,5,Sumatera Barat,Padang Pariaman,Ulakan Tapakis,MANGGOPOH PALAK GADANG ULAKAN,34.97,48.11,21.24,33.71
1306030006,13,6,30,6,Sumatera Barat,Padang Pariaman,Ulakan Tapakis,SANDI ULAKAN,24.48,55.45,21.24,30.43
1306030007,13,6,30,7,Sumatera Barat,Padang Pariaman,Ulakan Tapakis,KAMPUANG GALAPUANG ULAKAN,27.49,16.00,21.24,23.00
1306030008,13,6,30,8,Sumatera Barat,Padang Pariaman,Ulakan Tapakis,PADANG TOBOH ULAKAN,36.93,53.43,22.99,36.36
1306040001,13,6,40,1,Sumatera Barat,Padang Pariaman,Nan Sabaris,Sunua,27.28,50.14,21.24,30.55
1306040002,13,6,40,2,Sumatera Barat,Padang Pariaman,Nan Sabaris,Padang Bintungan,24.26,50.77,4.23,24.07
1306040003,13,6,40,3,Sumatera Barat,Padang Pariaman,Nan Sabaris,Pauah Kamba,17.88,29.20,17.01,20.15
1306040004,13,6,40,4,Sumatera Barat,Padang Pariaman,Nan Sabaris,Kapalo Koto,23.51,44.82,0.00,21.10
1306040005,13,6,40,5,Sumatera Barat,Padang Pariaman,Nan Sabaris,Kurai Taji,21.10,44.82,0.00,19.96
1306040006,13,6,40,6,Sumatera Barat,Padang Pariaman,Nan Sabaris,SUNUR BARAT,24.26,52.79,4.23,24.53
1306040007,13,6,40,7,Sumatera Barat,Padang Pariaman,Nan Sabaris,SUNUR TENGAH,34.36,48.11,17.01,32.13
1306040008,13,6,40,8,Sumatera Barat,Padang Pariaman,Nan Sabaris,PADANG KANDANG PULAU AIR PADANG BINTUNGAN,29.80,53.43,17.01,31.18
1306040009,13,6,40,9,Sumatera Barat,Padang Pariaman,Nan Sabaris,KURAI TAJI TIMUR,39.12,44.82,0.00,28.43
1306050001,13,6,50,1,Sumatera Barat,Padang Pariaman,2 X 11 Enam Lingkung,Lubuk Pandan,21.90,34.50,0.00,18.02
1306050002,13,6,50,2,Sumatera Barat,Padang Pariaman,2 X 11 Enam Lingkung,Sicincin,20.23,20.74,0.00,14.15
1306050003,13,6,50,3,Sumatera Barat,Padang Pariaman,2 X 11 Enam Lingkung,Sungai Asam,24.12,46.72,17.01,27.01
1306051001,13,6,51,1,Sumatera Barat,Padang Pariaman,Enam Lingkung,Koto Tinggi,21.10,50.14,18.50,26.81
1306051002,13,6,51,2,Sumatera Barat,Padang Pariaman,Enam Lingkung,Gadua,16.05,53.43,18.50,25.18
1306051003,13,6,51,3,Sumatera Barat,Padang Pariaman,Enam Lingkung,Toboh Ketek,38.39,53.43,17.01,35.22
1306051004,13,6,51,4,Sumatera Barat,Padang Pariaman,Enam Lingkung,Pakandangan,21.54,37.42,20.42,24.75
1306051005,13,6,51,5,Sumatera Barat,Padang Pariaman,Enam Lingkung,Parik Malintang,8.80,42.30,3.77,14.77
1306052001,13,6,52,1,Sumatera Barat,Padang Pariaman,2 X 11 Kayu Tanam,Kapalo Hilalang,20.43,47.48,17.01,25.44
1306052002,13,6,52,2,Sumatera Barat,Padang Pariaman,2 X 11 Kayu Tanam,Kayu Tanam,22.79,29.20,0.00,17.25
1306052003,13,6,52,3,Sumatera Barat,Padang Pariaman,2 X 11 Kayu Tanam,Guguak,34.84,37.91,17.01,30.07
1306052004,13,6,52,4,Sumatera Barat,Padang Pariaman,2 X 11 Kayu Tanam,Anduring,22.57,50.77,21.24,28.48
1306060001,13,6,60,1,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,Balah Aia,20.90,29.20,4.23,17.66
1306060002,13,6,60,2,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,Lareh Nan Panjang,22.35,37.91,18.50,24.66
1306060003,13,6,60,3,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,Lurah Ampalu,22.57,48.15,35.50,32.26
1306060004,13,6,60,4,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,Sungai Sariak,19.63,23.39,4.23,15.76
1306060005,13,6,60,5,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,BALAH AIE TIMUR,32.30,62.83,21.24,35.76
1306060006,13,6,60,6,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,BALAH AIE UTARA,30.74,55.45,4.23,28.17
1306060007,13,6,60,7,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,LAREH NAN PANJANG SELATAN,33.18,53.47,20.42,33.82
1306060008,13,6,60,8,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,LAREH NAN PANJANG BARAT,32.12,58.78,18.50,33.93
1306060009,13,6,60,9,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,LIMPATO SUNGAI SARIAK,22.57,50.77,17.01,27.19
1306060010,13,6,60,10,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,BISATI SUNGAI SARIAK,32.68,51.44,18.38,32.51
1306060011,13,6,60,11,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,LAREH NAN PANJANG SUNGAI SARIAK,32.23,50.14,6.16,28.27
1306060012,13,6,60,12,Sumatera Barat,Padang Pariaman,Vii Koto Sungai Sariak,AMBUANG KAPUA SUNGAI SARIAK,33.21,50.81,24.29,34.43
1306061001,13,6,61,1,Sumatera Barat,Padang Pariaman,Patamuan,Sungai Durian,39.29,50.77,0.00,29.84
1306061002,13,6,61,2,Sumatera Barat,Padang Pariaman,Patamuan,Tandikat,32.39,24.27,17.01,25.86
1306061003,13,6,61,3,Sumatera Barat,Padang Pariaman,Patamuan,Tandikat Utara,25.90,58.78,17.01,30.55
1306061004,13,6,61,4,Sumatera Barat,Padang Pariaman,Patamuan,KAMPUANG TANJUANG KOTO MAMBANG SUNGAI DURIAN,38.79,48.52,18.50,34.76
1306061005,13,6,61,5,Sumatera Barat,Padang Pariaman,Patamuan,TANDIKAT SELATAN,24.44,45.46,17.01,26.87
1306061006,13,6,61,6,Sumatera Barat,Padang Pariaman,Patamuan,TANDIKAT BARAT,33.10,53.43,35.76,38.47
1306062001,13,6,62,1,Sumatera Barat,Padang Pariaman,Padang Sago,Koto Dalam,36.50,28.27,18.50,29.15
1306062002,13,6,62,2,Sumatera Barat,Padang Pariaman,Padang Sago,Batu Kalang,13.95,41.16,17.01,20.98
1306062003,13,6,62,3,Sumatera Barat,Padang Pariaman,Padang Sago,Koto Baru,21.90,50.77,18.50,27.33
1306062004,13,6,62,4,Sumatera Barat,Padang Pariaman,Padang Sago,KOTO DALAM BARAT,25.59,50.77,17.01,28.61
1306062005,13,6,62,5,Sumatera Barat,Padang Pariaman,Padang Sago,KOTO DALAM SELATAN,39.61,67.12,21.24,40.16
1306062006,13,6,62,6,Sumatera Barat,Padang Pariaman,Padang Sago,BATU KALANG UTARA,33.30,53.43,17.01,32.83
1306070001,13,6,70,1,Sumatera Barat,Padang Pariaman,V Koto Kp Dalam,Campago,15.09,34.13,11.06,18.12
1306070002,13,6,70,2,Sumatera Barat,Padang Pariaman,V Koto Kp Dalam,Sikucur,41.60,43.61,4.23,30.62
1306070003,13,6,70,3,Sumatera Barat,Padang Pariaman,V Koto Kp Dalam,CAMPAGO SELATAN,29.99,58.47,4.23,28.49
1306070004,13,6,70,4,Sumatera Barat,Padang Pariaman,V Koto Kp Dalam,CAMPAGO BARAT,21.68,66.44,34.01,35.49
1306070005,13,6,70,5,Sumatera Barat,Padang Pariaman,V Koto Kp Dalam,SIKUCUR TENGAH,26.77,57.47,4.23,26.76
1306070006,13,6,70,6,Sumatera Barat,Padang Pariaman,V Koto Kp Dalam,SIKUCUR BARAT,29.18,43.61,34.01,33.89
1306070007,13,6,70,7,Sumatera Barat,Padang Pariaman,V Koto Kp Dalam,SIKUCUR UTARA,33.85,57.06,4.23,29.99
1306070008,13,6,70,8,Sumatera Barat,Padang Pariaman,V Koto Kp Dalam,SIKUCUR TIMUR,38.48,48.52,34.01,39.36
1306071001,13,6,71,1,Sumatera Barat,Padang Pariaman,V Koto Timur,Limau Puruik,27.72,44.75,7.22,25.27
1306071002,13,6,71,2,Sumatera Barat,Padang Pariaman,V Koto Timur,Kudu Gantiang,23.15,47.66,18.32,27.16
1306071003,13,6,71,3,Sumatera Barat,Padang Pariaman,V Koto Timur,Gunung Padang Alai,23.61,39.83,7.65,22.36
1306071004,13,6,71,4,Sumatera Barat,Padang Pariaman,V Koto Timur,KUDU GANTIANG BARAT,43.75,53.43,42.76,45.61
1306080001,13,6,80,1,Sumatera Barat,Padang Pariaman,Sungai Limau,Pilubang,21.01,45.23,4.23,21.31
1306080002,13,6,80,2,Sumatera Barat,Padang Pariaman,Sungai Limau,Kuranji Hilir,20.13,27.17,4.23,16.84
1306080003,13,6,80,3,Sumatera Barat,Padang Pariaman,Sungai Limau,Koto Tinggi Kuranji Hilir,39.17,53.43,4.23,31.68
1306080004,13,6,80,4,Sumatera Barat,Padang Pariaman,Sungai Limau,Guguak Kuranji Hilir,23.93,63.56,4.23,26.78
1306081001,13,6,81,1,Sumatera Barat,Padang Pariaman,Batang Gasan,Gasan Gadang,26.05,43.61,4.23,23.31
1306081002,13,6,81,2,Sumatera Barat,Padang Pariaman,Batang Gasan,Malai V Suku,32.77,53.43,4.23,28.67
1306081003,13,6,81,3,Sumatera Barat,Padang Pariaman,Batang Gasan,MALAI V SUKU TIMUR,19.78,66.81,34.01,34.68
1306090001,13,6,90,1,Sumatera Barat,Padang Pariaman,Sungai Geringging,Kuranji Hulu,21.01,48.52,4.23,22.04
1306090002,13,6,90,2,Sumatera Barat,Padang Pariaman,Sungai Geringging,Malai Iii Koto,19.54,23.90,4.23,15.84
1306090003,13,6,90,3,Sumatera Barat,Padang Pariaman,Sungai Geringging,Batu Gadang Kuranji Hulu,25.59,48.52,21.24,29.40
1306090004,13,6,90,4,Sumatera Barat,Padang Pariaman,Sungai Geringging,Sungai Sirah Kuranji Hulu,27.83,48.52,21.24,30.45
1306100001,13,6,100,1,Sumatera Barat,Padang Pariaman,Iv Koto Aur Malintang,Iii Koto Aur Malintang,21.01,35.39,4.23,19.10
1306100002,13,6,100,2,Sumatera Barat,Padang Pariaman,Iv Koto Aur Malintang,Iii Koto Aur Malintang Selatan,24.40,48.52,4.23,23.64
1306100003,13,6,100,3,Sumatera Barat,Padang Pariaman,Iv Koto Aur Malintang,Iii Koto Aur Malintang Timur,25.59,53.43,34.01,34.41
1306100004,13,6,100,4,Sumatera Barat,Padang Pariaman,Iv Koto Aur Malintang,Iii Koto Aur Malintang Utara,21.10,55.45,25.51,30.15
1306100005,13,6,100,5,Sumatera Barat,Padang Pariaman,Iv Koto Aur Malintang,Balai Baik Malai Iii Koto,37.89,53.43,21.24,36.28
1307010001,13,7,10,1,Sumatera Barat,Agam,Tanjung Mutiara,Tiku Selatan,9.01,25.15,0.00,9.87
1307010002,13,7,10,2,Sumatera Barat,Agam,Tanjung Mutiara,Tiku Utara,23.42,55.45,21.24,29.93
1307010003,13,7,10,3,Sumatera Barat,Agam,Tanjung Mutiara,Tiku Limo Jorong,33.80,38.30,21.24,30.96
1307010004,13,7,10,4,Sumatera Barat,Agam,Tanjung Mutiara,Nagari Persiapan Durian Kapeh Darussalam,27.50,42.80,21.24,29.01
1307020001,13,7,20,1,Sumatera Barat,Agam,Lubuk Basung,Manggopoh,19.52,37.01,4.23,18.76
1307020002,13,7,20,2,Sumatera Barat,Agam,Lubuk Basung,Garagahan,22.57,52.16,21.24,28.79
1307020003,13,7,20,3,Sumatera Barat,Agam,Lubuk Basung,Kampuang Tangah,21.19,53.43,4.23,23.23
1307020004,13,7,20,4,Sumatera Barat,Agam,Lubuk Basung,Kampung Pinang,22.75,38.34,0.00,19.28
1307020005,13,7,20,5,Sumatera Barat,Agam,Lubuk Basung,Lubuk Basung,12.91,18.49,5.73,11.96
1307020006,13,7,20,6,Sumatera Barat,Agam,Lubuk Basung,Nagari Persiapan Kandih Lubuk Basung,24.08,62.83,5.73,27.15
1307020007,13,7,20,7,Sumatera Barat,Agam,Lubuk Basung,Nagari Persiapan Sangkir Lubuk Basung,17.52,27.42,5.73,16.13
1307020008,13,7,20,8,Sumatera Barat,Agam,Lubuk Basung,Nagari Persiapan Surabayo Lubuk Basung,7.34,13.56,10.98,9.85
1307020009,13,7,20,9,Sumatera Barat,Agam,Lubuk Basung,Nagari Persiapan Sungai Jariang Lubuk Basung,22.07,38.75,4.23,20.35
1307020010,13,7,20,10,Sumatera Barat,Agam,Lubuk Basung,Nagari Persiapan Parit Panjang Lubuk Basung,27.38,49.77,21.24,30.52
1307021001,13,7,21,1,Sumatera Barat,Agam,Ampek Nagari,Bawan,19.52,25.15,4.23,16.11
1307021002,13,7,21,2,Sumatera Barat,Agam,Ampek Nagari,Sitanang,26.12,50.77,21.24,30.15
1307021003,13,7,21,3,Sumatera Barat,Agam,Ampek Nagari,Batu Kambing,22.83,30.96,21.24,24.17
1307021004,13,7,21,4,Sumatera Barat,Agam,Ampek Nagari,Sitalang,24.42,32.98,21.24,25.37
1307030001,13,7,30,1,Sumatera Barat,Agam,Tanjung Raya,Tanjung Sani,27.75,52.79,25.51,32.68
1307030002,13,7,30,2,Sumatera Barat,Agam,Tanjung Raya,Sungai Batang,28.01,47.89,22.73,30.85
1307030003,13,7,30,3,Sumatera Barat,Agam,Tanjung Raya,Maninjau,21.66,18.51,4.23,15.62
1307030004,13,7,30,4,Sumatera Barat,Agam,Tanjung Raya,Bayua,26.37,39.20,4.23,22.47
1307030005,13,7,30,5,Sumatera Barat,Agam,Tanjung Raya,Duo Koto,24.90,40.32,4.23,22.03
1307030006,13,7,30,6,Sumatera Barat,Agam,Tanjung Raya,Paninjauan,27.49,50.54,21.24,30.74
1307030007,13,7,30,7,Sumatera Barat,Agam,Tanjung Raya,Koto Kaciak,22.95,28.94,4.23,18.57
1307030008,13,7,30,8,Sumatera Barat,Agam,Tanjung Raya,Koto Gadang Anam Koto,25.90,55.02,4.23,25.80
1307030009,13,7,30,9,Sumatera Barat,Agam,Tanjung Raya,Koto Malintang,26.44,39.02,4.23,22.46
1307030010,13,7,30,10,Sumatera Barat,Agam,Tanjung Raya,NAGARI PERSIAPAN DALKO,28.93,52.79,25.51,33.23
1307040001,13,7,40,1,Sumatera Barat,Agam,Matur,Matua Mudiak,27.61,19.37,0.00,17.31
1307040002,13,7,40,2,Sumatera Barat,Agam,Matur,Parik Panjang,42.94,50.77,4.23,32.85
1307040003,13,7,40,3,Sumatera Barat,Agam,Matur,Panta Pauah,22.66,46.72,4.23,22.42
1307040004,13,7,40,4,Sumatera Barat,Agam,Matur,Matua Hilia,20.88,50.58,4.23,22.44
1307040005,13,7,40,5,Sumatera Barat,Agam,Matur,Tigo Balai,17.23,48.04,4.23,20.16
1307040006,13,7,40,6,Sumatera Barat,Agam,Matur,Lawang,20.80,31.49,4.23,18.13
1307050001,13,7,50,1,Sumatera Barat,Agam,Iv Koto,Koto Tuo,19.46,46.50,0.00,19.56
1307050002,13,7,50,2,Sumatera Barat,Agam,Iv Koto,Balingka,19.54,51.40,4.23,22.00
1307050003,13,7,50,3,Sumatera Barat,Agam,Iv Koto,Sungai Landia,20.75,59.41,4.23,24.36
1307050004,13,7,50,4,Sumatera Barat,Agam,Iv Koto,Koto Panjang,22.71,51.40,5.73,23.94
1307050005,13,7,50,5,Sumatera Barat,Agam,Iv Koto,Sianok Anam Suku,21.10,46.72,4.23,21.68
1307050006,13,7,50,6,Sumatera Barat,Agam,Iv Koto,Koto Gadang,25.94,52.36,4.23,25.22
1307050007,13,7,50,7,Sumatera Barat,Agam,Iv Koto,Guguak Tabek Sarojo,22.57,41.85,4.23,21.28
1307051001,13,7,51,1,Sumatera Barat,Agam,Malalak,Malalak Selatan,56.69,59.68,4.23,41.31
1307051002,13,7,51,2,Sumatera Barat,Agam,Malalak,Malalak Barat,35.74,63.93,4.23,32.42
1307051003,13,7,51,3,Sumatera Barat,Agam,Malalak,Malalak Timur,68.64,50.34,4.23,44.83
1307051004,13,7,51,4,Sumatera Barat,Agam,Malalak,Malalak Utara,39.11,42.47,4.23,29.19
1307061001,13,7,61,1,Sumatera Barat,Agam,Banuhampu,Pakan Sinayan,21.03,51.40,0.00,21.40
1307061002,13,7,61,2,Sumatera Barat,Agam,Banuhampu,Sungai Tanang,24.26,57.47,4.23,25.58
1307061003,13,7,61,3,Sumatera Barat,Agam,Banuhampu,Padang Lua,18.30,16.95,0.00,12.40
1307061004,13,7,61,4,Sumatera Barat,Agam,Banuhampu,Cingkariang,25.36,53.06,4.23,25.10
1307061005,13,7,61,5,Sumatera Barat,Agam,Banuhampu,Ladang Laweh,19.54,38.38,0.00,17.79
1307061006,13,7,61,6,Sumatera Barat,Agam,Banuhampu,Taluak Ampek Suku,29.18,36.36,0.00,21.86
1307061007,13,7,61,7,Sumatera Barat,Agam,Banuhampu,Kubang Putiah,17.88,32.62,4.23,17.01
1307062001,13,7,62,1,Sumatera Barat,Agam,Sungai Pua,Batu Palano,23.45,37.37,6.16,21.28
1307062002,13,7,62,2,Sumatera Barat,Agam,Sungai Pua,Padang Laweh,25.16,51.40,5.73,25.10
1307062003,13,7,62,3,Sumatera Barat,Agam,Sungai Pua,Batagak,24.92,51.40,4.23,24.53
1307062004,13,7,62,4,Sumatera Barat,Agam,Sungai Pua,Sariak,26.83,51.40,4.23,25.42
1307062005,13,7,62,5,Sumatera Barat,Agam,Sungai Pua,Sungai Pua,21.90,44.75,4.23,21.62
1307070001,13,7,70,1,Sumatera Barat,Agam,Ampek Angkek,Batu Taba,20.23,44.75,4.23,20.83
1307070002,13,7,70,2,Sumatera Barat,Agam,Ampek Angkek,Pasia,17.18,38.38,0.00,16.68
1307070003,13,7,70,3,Sumatera Barat,Agam,Ampek Angkek,Balai Gurah,18.76,52.16,4.23,21.80
1307070004,13,7,70,4,Sumatera Barat,Agam,Ampek Angkek,Ampang Gadang,21.78,28.30,4.23,17.88
1307070005,13,7,70,5,Sumatera Barat,Agam,Ampek Angkek,Biaro Gadang,20.32,30.06,4.23,17.58
1307070006,13,7,70,6,Sumatera Barat,Agam,Ampek Angkek,Lambah,20.65,54.00,4.23,23.10
1307070007,13,7,70,7,Sumatera Barat,Agam,Ampek Angkek,Panampuang,20.90,38.14,4.23,19.66
1307071001,13,7,71,1,Sumatera Barat,Agam,Canduang,Bukik Batabuah,23.45,38.59,4.23,20.96
1307071002,13,7,71,2,Sumatera Barat,Agam,Canduang,Lasi,21.90,37.03,4.23,19.88
1307071003,13,7,71,3,Sumatera Barat,Agam,Canduang,Canduang Koto Laweh,19.32,52.16,4.23,22.07
1307080001,13,7,80,1,Sumatera Barat,Agam,Baso,Koto Tinggi,21.10,57.47,5.73,24.55
1307080002,13,7,80,2,Sumatera Barat,Agam,Baso,Padang Tarok,19.54,36.64,0.00,17.40
1307080003,13,7,80,3,Sumatera Barat,Agam,Baso,Simarasok,24.48,55.45,4.23,25.23
1307080004,13,7,80,4,Sumatera Barat,Agam,Baso,Tabek Panjang,18.56,26.29,4.23,15.91
1307080005,13,7,80,5,Sumatera Barat,Agam,Baso,Salo,17.51,53.43,4.23,21.50
1307080006,13,7,80,6,Sumatera Barat,Agam,Baso,Koto Baru,23.67,39.93,4.23,21.37
1307080007,13,7,80,7,Sumatera Barat,Agam,Baso,NAGARI PERSIAPAN KOTO GADANG,24.12,46.36,4.23,23.02
1307080008,13,7,80,8,Sumatera Barat,Agam,Baso,NAGARI PERSIAPAN SUNGAI CUBADAK,26.31,54.36,4.23,25.84
1307090001,13,7,90,1,Sumatera Barat,Agam,Tilatang Kamang,Gadut,21.90,46.49,4.23,22.00
1307090002,13,7,90,2,Sumatera Barat,Agam,Tilatang Kamang,Kapau,17.86,37.89,4.23,18.18
1307090003,13,7,90,3,Sumatera Barat,Agam,Tilatang Kamang,Koto Tangah,17.00,33.02,4.23,16.69
1307090004,13,7,90,4,Sumatera Barat,Agam,Tilatang Kamang,Nagari Persiapan Gadut Barat,33.18,49.22,4.23,27.92
1307090005,13,7,90,5,Sumatera Barat,Agam,Tilatang Kamang,Nagari Persiapan Gadut Timur,31.61,49.05,6.16,27.73
1307090006,13,7,90,6,Sumatera Barat,Agam,Tilatang Kamang,Nagari Persiapan Aro Kandikia,25.64,37.93,4.23,21.84
1307090007,13,7,90,7,Sumatera Barat,Agam,Tilatang Kamang,Nagari Persiapan Koto Tangah Sidang Koto Law,22.57,56.39,21.24,29.74
1307090008,13,7,90,8,Sumatera Barat,Agam,Tilatang Kamang,Nagari Persiapan Koto Tangah Koto Malintang,34.17,52.79,4.23,29.19
1307090009,13,7,90,9,Sumatera Barat,Agam,Tilatang Kamang,Nagari Persiapan Koto Tangah Tujuah Nagari,24.26,58.41,4.23,25.79
1307090010,13,7,90,10,Sumatera Barat,Agam,Tilatang Kamang,Nagari Persiapan Koto Tangah Lamo,20.21,60.53,4.23,24.36
1307091001,13,7,91,1,Sumatera Barat,Agam,Kamang Magek,Magek,21.10,42.57,4.23,20.75
1307091002,13,7,91,2,Sumatera Barat,Agam,Kamang Magek,Kamang Hilia,17.43,44.86,0.00,18.25
1307091003,13,7,91,3,Sumatera Barat,Agam,Kamang Magek,Kamang Mudiak,12.93,41.69,0.00,15.42
1307091004,13,7,91,4,Sumatera Barat,Agam,Kamang Magek,NAGARI PERSIAPAN KAMANG TANGAH ANAM SUKU,16.07,30.32,0.00,14.35
1307091005,13,7,91,5,Sumatera Barat,Agam,Kamang Magek,NAGARI PERSIAPAN PAUH KAMANG MUDIAK,25.14,50.81,4.23,24.50
1307100001,13,7,100,1,Sumatera Barat,Agam,Palembayan,Baringin,21.67,62.83,4.23,25.56
1307100002,13,7,100,2,Sumatera Barat,Agam,Palembayan,Sungai Puar,27.61,60.81,4.23,27.90
1307100003,13,7,100,3,Sumatera Barat,Agam,Palembayan,Sipinang,25.26,67.12,4.23,28.21
1307100004,13,7,100,4,Sumatera Barat,Agam,Palembayan,Ampek Koto Palembayan,22.07,53.01,4.23,23.55
1307100005,13,7,100,5,Sumatera Barat,Agam,Palembayan,Tigo Koto Silungkang,26.23,58.15,4.23,26.65
1307100006,13,7,100,6,Sumatera Barat,Agam,Palembayan,Salareh Aia,27.80,54.51,4.23,26.57
1307100007,13,7,100,7,Sumatera Barat,Agam,Palembayan,NAGARI PERSIAPAN SALAREH AIA TIMUR,23.21,46.67,4.23,22.66
1307100008,13,7,100,8,Sumatera Barat,Agam,Palembayan,NAGARI PERSIAPAN SALAREH AIA BARAT,25.47,49.42,0.00,23.04
1307100009,13,7,100,9,Sumatera Barat,Agam,Palembayan,NAGARI PERSIAPAN SALAREH AIA UTARA,28.06,49.42,0.00,24.26
1307100010,13,7,100,10,Sumatera Barat,Agam,Palembayan,Nagari Persiapan Tigo Koto Silungkang Timur,27.70,58.35,4.23,27.39
1307110001,13,7,110,1,Sumatera Barat,Agam,Palupuh,Koto Rantang,25.68,57.47,5.79,26.72
1307110002,13,7,110,2,Sumatera Barat,Agam,Palupuh,Pasia Laweh,27.83,52.57,7.71,27.22
1307110003,13,7,110,3,Sumatera Barat,Agam,Palupuh,Pagadih,39.47,52.57,27.06,38.61
1307110004,13,7,110,4,Sumatera Barat,Agam,Palupuh,Nan Tujuah,26.06,55.45,5.79,26.45
1307110005,13,7,110,5,Sumatera Barat,Agam,Palupuh,NAGARI PERSIAPAN NAN LIMO,35.66,55.45,5.79,30.96
1308010001,13,8,10,1,Sumatera Barat,Lima Puluh Kota,Payakumbuh,Sungai Baringin,24.26,53.43,36.29,34.47
1308010002,13,8,10,2,Sumatera Barat,Lima Puluh Kota,Payakumbuh,Koto Baru Simalanggang,17.88,42.30,3.77,19.03
1308010003,13,8,10,3,Sumatera Barat,Lima Puluh Kota,Payakumbuh,Simalanggang,25.28,50.14,22.73,30.07
1308010004,13,8,10,4,Sumatera Barat,Lima Puluh Kota,Payakumbuh,Koto Tangah Simalanggang,17.77,42.71,21.24,24.42
1308010005,13,8,10,5,Sumatera Barat,Lima Puluh Kota,Payakumbuh,Taeh Baruah,23.45,30.08,22.73,24.72
1308010006,13,8,10,6,Sumatera Barat,Lima Puluh Kota,Payakumbuh,Piobang,24.12,60.81,34.01,35.37
1308010007,13,8,10,7,Sumatera Barat,Lima Puluh Kota,Payakumbuh,Taeh Bukik,22.57,49.01,25.51,29.39
1308011001,13,8,11,1,Sumatera Barat,Lima Puluh Kota,Akabiluru,Koto Tangah Batu Hampa,17.88,28.06,4.23,15.98
1308011002,13,8,11,2,Sumatera Barat,Lima Puluh Kota,Akabiluru,Batu Hampa,21.01,45.23,5.73,21.76
1308011003,13,8,11,3,Sumatera Barat,Lima Puluh Kota,Akabiluru,Sariak Laweh,19.63,45.23,5.73,21.11
1308011004,13,8,11,4,Sumatera Barat,Lima Puluh Kota,Akabiluru,Sungai Balantiak,26.57,48.09,5.73,25.01
1308011005,13,8,11,5,Sumatera Barat,Lima Puluh Kota,Akabiluru,Suayan,31.03,38.93,1.49,23.76
1308011006,13,8,11,6,Sumatera Barat,Lima Puluh Kota,Akabiluru,Pauah Sangik,31.17,52.57,4.23,27.72
1308011007,13,8,11,7,Sumatera Barat,Lima Puluh Kota,Akabiluru,Durian Gadang,22.79,55.45,4.23,24.43
1308020001,13,8,20,1,Sumatera Barat,Lima Puluh Kota,Luak,Mungo,20.45,46.09,4.23,21.23
1308020002,13,8,20,2,Sumatera Barat,Lima Puluh Kota,Luak,Andaleh,17.88,33.60,4.23,17.23
1308020003,13,8,20,3,Sumatera Barat,Lima Puluh Kota,Luak,Sungai Kamuyang,21.10,48.95,4.23,22.18
1308020004,13,8,20,4,Sumatera Barat,Lima Puluh Kota,Luak,Tanjuang Aro Sikabu-kabu Pd. Panjang,21.10,48.95,34.01,31.29
1308021001,13,8,21,1,Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban,Halaban,24.12,42.71,5.99,22.74
1308021002,13,8,21,2,Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban,Ampalu,29.16,50.77,22.99,32.12
1308021003,13,8,21,3,Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban,Tanjuang Gadang,35.73,53.43,5.99,30.60
1308021004,13,8,21,4,Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban,Sitanang,21.10,50.77,22.99,28.33
1308021005,13,8,21,5,Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban,Batu Payuang,17.88,29.58,4.23,16.33
1308021006,13,8,21,6,Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban,Labuah Gunuang,24.26,45.21,4.23,22.83
1308021007,13,8,21,7,Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban,Balai Panjang,25.36,48.52,21.24,29.29
1308021008,13,8,21,8,Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban,Bukik Sikumpa,15.50,45.66,4.23,18.82
